NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.926195; Y = 0.698752
X = 0.932189; Y = 0.700204
X = 0.473639; Y = 0.486832
X = 0.472023; Y = 0.495411
X = 0.477665; Y = 0.48352
X = 0.738705; Y = 0.352136
X = 0.752945; Y = 0.769275
X = 0.744652; Y = 0.780077
X = 0.751832; Y = 0.777596
X = 0.74538; Y = 0.769305
X = 0.503885; Y = 0.66533
X = 0.494363; Y = 0.694212
X = 0.50871; Y = 0.700842
X = 0.501603; Y = 0.70468
X = 0.498254; Y = 0.69741
X = 0.496352; Y = 0.702262
X = 0.96476; Y = 0.383665
X = 0.957205; Y = 0.384376
X = 0.950766; Y = 0.386251
X = 0.647238; Y = 0.763567
X = 0.654598; Y = 0.764697
X = 0.646087; Y = 0.755329
X = 0.890434; Y = 0.721598
X = 0.899844; Y = 0.720441
X = 0.556614; Y = 0.73271
X = 0.564281; Y = 0.735813
X = 0.619069; Y = 0.770509
X = 0.624529; Y = 0.770096
X = 0.976712; Y = 0.589131
X = 0.982709; Y = 0.594942
X = 0.983123; Y = 0.589749
X = 0.614742; Y = 0.356017
X = 0.608016; Y = 0.354413
X = 0.972502; Y = 0.397261
X = 0.976445; Y = 0.400679
X = 0.570574; Y = 0.761207
X = 0.569227; Y = 0.755508
X = 0.577908; Y = 0.767662
X = 0.994792; Y = 0.563105
X = 0.986714; Y = 0.570258
X = 0.497029; Y = 0.689018
X = 0.505799; Y = 0.681135
X = 0.500929; Y = 0.678961
X = 0.479479; Y = 0.471957
X = 0.797858; Y = 0.760087
X = 0.802973; Y = 0.758381
X = 0.491057; Y = 0.701097
X = 0.810053; Y = 0.312031
X = 0.908785; Y = 0.727726
X = 0.468557; Y = 0.5197
X = 0.466588; Y = 0.512726
X = 0.464371; Y = 0.506266
X = 0.469949; Y = 0.506432
X = 0.862351; Y = 0.343105
X = 0.850574; Y = 0.351291
X = 0.862648; Y = 0.348565
X = 0.85739; Y = 0.348489
X = 0.852023; Y = 0.333828
X = 0.580572; Y = 0.772897
X = 0.572802; Y = 0.767114
X = 0.568295; Y = 0.769901
X = 0.583479; Y = 0.766359
X = 0.571561; Y = 0.774662
X = 0.84322; Y = 0.350915
X = 0.916876; Y = 0.384187
X = 0.927076; Y = 0.386731
X = 0.969034; Y = 0.644117
X = 0.964385; Y = 0.637836
X = 0.617471; Y = 0.342692
X = 0.621228; Y = 0.33798
X = 0.62701; Y = 0.33491
X = 0.789685; Y = 0.755599
X = 0.846159; Y = 0.317562
X = 0.840277; Y = 0.309541
X = 0.497005; Y = 0.682785
X = 0.944098; Y = 0.670118
X = 0.902782; Y = 0.730613
X = 0.90539; Y = 0.72162
X = 0.906466; Y = 0.735713
X = 0.899733; Y = 0.725789
X = 0.466362; Y = 0.490519
X = 0.468281; Y = 0.499094
X = 0.463276; Y = 0.496836
X = 0.585589; Y = 0.361377
X = 0.590344; Y = 0.356437
X = 0.583697; Y = 0.366204
X = 0.584277; Y = 0.356079
X = 0.927664; Y = 0.733924
X = 0.925773; Y = 0.739257
X = 0.933135; Y = 0.726229
X = 0.624989; Y = 0.776818
X = 0.633866; Y = 0.767757
X = 0.629672; Y = 0.771963
X = 0.618252; Y = 0.765463
X = 0.587354; Y = 0.351612
X = 0.576998; Y = 0.365486
X = 0.578631; Y = 0.358081
X = 0.463128; Y = 0.517725
X = 0.457861; Y = 0.519466
X = 0.463272; Y = 0.528438
X = 0.851572; Y = 0.358306
X = 0.860647; Y = 0.357345
X = 0.719515; Y = 0.782566
X = 0.460177; Y = 0.604059
X = 0.980485; Y = 0.577067
X = 0.981661; Y = 0.568754
X = 0.549471; Y = 0.491005
X = 0.982231; Y = 0.403364
X = 0.977972; Y = 0.391444
X = 0.98338; Y = 0.395506
X = 0.972323; Y = 0.585268
X = 0.884791; Y = 0.3692
X = 0.878264; Y = 0.364061
X = 0.873424; Y = 0.36235
X = 0.94794; Y = 0.657727
X = 0.935457; Y = 0.665886
X = 0.942665; Y = 0.665118
X = 0.989357; Y = 0.59149
X = 0.985894; Y = 0.601994
X = 0.988683; Y = 0.596759
X = 0.533356; Y = 0.405072
X = 0.538339; Y = 0.401782
X = 0.531896; Y = 0.735283
X = 0.538693; Y = 0.734362
X = 0.5442; Y = 0.733747
X = 0.540947; Y = 0.727351
X = 0.491366; Y = 0.449287
X = 0.496658; Y = 0.45221
X = 0.989388; Y = 0.58236
X = 0.983706; Y = 0.584312
X = 0.607388; Y = 0.76758
X = 0.612799; Y = 0.76939
X = 0.992498; Y = 0.569936
X = 0.996491; Y = 0.553661
X = 0.605317; Y = 0.773741
X = 0.615214; Y = 0.774872
X = 0.609784; Y = 0.777024
X = 0.449557; Y = 0.526885
X = 0.446999; Y = 0.532995
X = 0.448875; Y = 0.541456
X = 0.839921; Y = 0.354844
X = 0.841112; Y = 0.359825
X = 0.638268; Y = 0.323382
X = 0.540228; Y = 0.420386
X = 0.535038; Y = 0.419751
X = 0.535198; Y = 0.413728
X = 0.894036; Y = 0.726253
X = 0.89541; Y = 0.733487
X = 0.686815; Y = 0.305086
X = 0.691695; Y = 0.302171
X = 0.559855; Y = 0.373882
X = 0.552027; Y = 0.377869
X = 0.668428; Y = 0.748993
X = 0.666655; Y = 0.756607
X = 0.535875; Y = 0.441607
X = 0.523925; Y = 0.739043
X = 0.51827; Y = 0.738
X = 0.528967; Y = 0.74045
X = 0.529389; Y = 0.730001
X = 0.669163; Y = 0.763031
X = 0.660189; Y = 0.759646
X = 0.991686; Y = 0.450861
X = 0.997432; Y = 0.452009
X = 0.984497; Y = 0.452759
X = 0.950282; Y = 0.665823
X = 0.941807; Y = 0.655824
X = 0.935138; Y = 0.733649
X = 0.932056; Y = 0.739536
X = 0.920825; Y = 0.740447
X = 0.928329; Y = 0.743582
X = 0.506303; Y = 0.669857
X = 0.958052; Y = 0.621085
X = 0.965866; Y = 0.629153
X = 0.965649; Y = 0.621274
X = 0.889554; Y = 0.38034
X = 0.489327; Y = 0.441602
X = 0.490682; Y = 0.431823
X = 0.857814; Y = 0.327367
X = 0.85209; Y = 0.320206
X = 0.958443; Y = 0.580762
X = 0.816386; Y = 0.75832
X = 0.812215; Y = 0.753295
X = 0.563159; Y = 0.760653
X = 0.562025; Y = 0.749017
X = 0.722816; Y = 0.294605
X = 0.712574; Y = 0.29944
X = 0.717623; Y = 0.299181
X = 0.894558; Y = 0.377024
X = 0.662726; Y = 0.767907
X = 0.647562; Y = 0.770917
X = 0.652931; Y = 0.773145
X = 0.991929; Y = 0.577896
X = 0.985908; Y = 0.575966
X = 0.537573; Y = 0.382622
X = 0.541711; Y = 0.377678
X = 0.547894; Y = 0.37404
X = 0.6588; Y = 0.774205
X = 0.671771; Y = 0.769191
X = 0.666405; Y = 0.773019
X = 0.505972; Y = 0.7107
X = 0.501623; Y = 0.72121
X = 0.461053; Y = 0.491386
X = 0.459809; Y = 0.486467
X = 0.466317; Y = 0.483501
X = 0.57454; Y = 0.753246
X = 0.566016; Y = 0.743723
X = 0.733956; Y = 0.300179
X = 0.591282; Y = 0.771262
X = 0.586149; Y = 0.770966
X = 0.590085; Y = 0.765428
X = 0.475015; Y = 0.576713
X = 0.685825; Y = 0.298635
X = 0.68077; Y = 0.293924
X = 0.67688; Y = 0.29854
X = 0.577275; Y = 0.77781
X = 0.582445; Y = 0.782116
X = 0.558052; Y = 0.368428
X = 0.564358; Y = 0.369985
X = 0.562625; Y = 0.364337
X = 0.552039; Y = 0.368084
X = 0.866225; Y = 0.356425
X = 0.942848; Y = 0.711268
X = 0.936389; Y = 0.707499
X = 0.945788; Y = 0.706543
X = 0.531428; Y = 0.394802
X = 0.536368; Y = 0.396784
X = 0.529485; Y = 0.399656
X = 0.869636; Y = 0.344597
X = 0.871201; Y = 0.35028
X = 0.971736; Y = 0.382694
X = 0.961534; Y = 0.379533
X = 0.966229; Y = 0.389066
X = 0.966689; Y = 0.378853
X = 0.971518; Y = 0.389918
X = 0.74103; Y = 0.298401
X = 0.94362; Y = 0.390887
X = 0.536884; Y = 0.390271
X = 0.531335; Y = 0.389635
X = 0.528472; Y = 0.381012
X = 0.535595; Y = 0.376569
X = 0.847094; Y = 0.355351
X = 0.462423; Y = 0.633475
X = 0.569643; Y = 0.782487
X = 0.584513; Y = 0.776095
X = 0.575186; Y = 0.786203
X = 0.987775; Y = 0.447508
X = 0.954215; Y = 0.374868
X = 0.95064; Y = 0.378783
X = 0.597531; Y = 0.771381
X = 0.596922; Y = 0.766101
X = 0.554926; Y = 0.754751
X = 0.557028; Y = 0.74569
X = 0.559912; Y = 0.741122
X = 0.852707; Y = 0.313772
X = 0.857985; Y = 0.31746
X = 0.861872; Y = 0.320698
X = 0.460001; Y = 0.50356
X = 0.453676; Y = 0.497446
X = 0.948052; Y = 0.711796
X = 0.938344; Y = 0.718947
X = 0.95098; Y = 0.706812
X = 0.868806; Y = 0.322053
X = 0.862782; Y = 0.314414
X = 0.863037; Y = 0.328106
X = 0.497517; Y = 0.709214
X = 0.569348; Y = 0.734155
X = 0.911452; Y = 0.733025
X = 0.915133; Y = 0.738871
X = 0.579442; Y = 0.348338
X = 0.593567; Y = 0.344811
X = 0.594795; Y = 0.353524
X = 0.585889; Y = 0.344326
X = 0.635274; Y = 0.77882
X = 0.63604; Y = 0.773094
X = 0.495603; Y = 0.67531
X = 0.503418; Y = 0.674067
X = 0.498931; Y = 0.669694
X = 0.730127; Y = 0.29617
X = 0.726182; Y = 0.290613
X = 0.713654; Y = 0.293681
X = 0.717925; Y = 0.286164
X = 0.46272; Y = 0.559259
X = 0.757396; Y = 0.776218
X = 0.761461; Y = 0.767978
X = 0.509589; Y = 0.736954
X = 0.516251; Y = 0.744104
X = 0.520699; Y = 0.747055
X = 0.519138; Y = 0.73303
X = 0.477857; Y = 0.662744
X = 0.485922; Y = 0.670292
X = 0.477221; Y = 0.656523
X = 0.527735; Y = 0.436655
X = 0.52649; Y = 0.431184
X = 0.518972; Y = 0.427027
X = 0.513994; Y = 0.432005
X = 0.523176; Y = 0.441797
X = 0.885402; Y = 0.376855
X = 0.893867; Y = 0.371734
X = 0.944924; Y = 0.385946
X = 0.977545; Y = 0.5837
X = 0.591389; Y = 0.776565
X = 0.974014; Y = 0.577007
X = 0.769655; Y = 0.767119
X = 0.772816; Y = 0.771398
X = 0.780495; Y = 0.7666
X = 0.987495; Y = 0.405364
X = 0.985199; Y = 0.410125
X = 0.74358; Y = 0.29375
X = 0.734605; Y = 0.293673
X = 0.748686; Y = 0.292085
X = 0.958887; Y = 0.66101
X = 0.959523; Y = 0.667711
X = 0.952783; Y = 0.67284
X = 0.954739; Y = 0.657652
X = 0.597998; Y = 0.776783
X = 0.603775; Y = 0.781495
X = 0.73828; Y = 0.788124
X = 0.744822; Y = 0.78524
X = 0.982746; Y = 0.607239
X = 0.826306; Y = 0.749452
X = 0.530994; Y = 0.745209
X = 0.526206; Y = 0.746728
X = 0.535788; Y = 0.739017
X = 0.536078; Y = 0.74526
X = 0.791201; Y = 0.765209
X = 0.971953; Y = 0.639803
X = 0.969196; Y = 0.635193
X = 0.87596; Y = 0.357171
X = 0.580653; Y = 0.704948
X = 0.454965; Y = 0.580074
X = 0.450294; Y = 0.582507
X = 0.450634; Y = 0.603195
X = 0.452696; Y = 0.598281
X = 0.453643; Y = 0.609888
X = 0.936229; Y = 0.396229
X = 0.540564; Y = 0.751388
X = 0.530192; Y = 0.751028
X = 0.543989; Y = 0.740322
X = 0.535716; Y = 0.754592
X = 0.541602; Y = 0.745821
X = 0.932622; Y = 0.720505
X = 0.525033; Y = 0.403589
X = 0.524783; Y = 0.395452
X = 0.519743; Y = 0.400362
X = 0.52983; Y = 0.409551
X = 0.900138; Y = 0.738658
X = 0.756663; Y = 0.765119
X = 0.763557; Y = 0.776834
X = 0.641812; Y = 0.767091
X = 0.988398; Y = 0.396572
X = 0.536567; Y = 0.761223
X = 0.530034; Y = 0.761132
X = 0.444166; Y = 0.522916
X = 0.441538; Y = 0.527182
X = 0.450789; Y = 0.51991
X = 0.753731; Y = 0.693228
X = 0.668061; Y = 0.779638
X = 0.672877; Y = 0.777611
X = 0.816651; Y = 0.306957
X = 0.845546; Y = 0.3092
X = 0.830426; Y = 0.3089
X = 0.847748; Y = 0.304139
X = 0.836264; Y = 0.305089
X = 0.841039; Y = 0.300215
X = 0.632937; Y = 0.32607
X = 0.633403; Y = 0.320649
X = 0.639704; Y = 0.313497
X = 0.634745; Y = 0.314806
X = 0.45168; Y = 0.591762
X = 0.448293; Y = 0.587982
X = 0.500577; Y = 0.71522
X = 0.492611; Y = 0.71757
X = 0.491684; Y = 0.707352
X = 0.508046; Y = 0.727426
X = 0.510765; Y = 0.731717
X = 0.617984; Y = 0.351156
X = 0.552566; Y = 0.362361
X = 0.936802; Y = 0.387028
X = 0.945651; Y = 0.380609
X = 0.756491; Y = 0.783327
X = 0.770329; Y = 0.779134
X = 0.766189; Y = 0.783258
X = 0.761053; Y = 0.785399
X = 0.984129; Y = 0.621833
X = 0.970299; Y = 0.626664
X = 0.979119; Y = 0.629449
X = 0.833943; Y = 0.298863
X = 0.840915; Y = 0.294098
X = 0.849009; Y = 0.298077
X = 0.846297; Y = 0.291728
X = 0.442476; Y = 0.517038
X = 0.437336; Y = 0.516541
X = 0.43726; Y = 0.522274
X = 0.889819; Y = 0.365679
X = 0.884574; Y = 0.36067
X = 0.600931; Y = 0.361036
X = 0.743046; Y = 0.796434
X = 0.827983; Y = 0.759459
X = 0.823326; Y = 0.762091
X = 0.671775; Y = 0.297441
X = 0.466857; Y = 0.636125
X = 0.938094; Y = 0.724373
X = 0.93942; Y = 0.736722
X = 0.999147; Y = 0.517703
X = 0.558616; Y = 0.768374
X = 0.557045; Y = 0.76269
X = 0.560289; Y = 0.756117
X = 0.998793; Y = 0.530009
X = 0.470819; Y = 0.651563
X = 0.483326; Y = 0.655519
X = 0.51038; Y = 0.425902
X = 0.767877; Y = 0.772596
X = 0.815284; Y = 0.298822
X = 0.82113; Y = 0.300481
X = 0.808175; Y = 0.302194
X = 0.937592; Y = 0.74148
X = 0.929407; Y = 0.707884
X = 0.946937; Y = 0.723641
X = 0.933581; Y = 0.71169
X = 0.780343; Y = 0.299154
X = 0.783529; Y = 0.294614
X = 0.787343; Y = 0.290712
X = 0.782072; Y = 0.285853
X = 0.770494; Y = 0.287869
X = 0.751406; Y = 0.297045
X = 0.931047; Y = 0.748005
X = 0.863335; Y = 0.336048
X = 0.619043; Y = 0.780801
X = 0.613621; Y = 0.781517
X = 0.610753; Y = 0.786087
X = 0.787715; Y = 0.30173
X = 0.673369; Y = 0.291169
X = 0.687383; Y = 0.289583
X = 0.680787; Y = 0.28819
X = 0.910153; Y = 0.376947
X = 0.921987; Y = 0.381421
X = 0.917102; Y = 0.379188
X = 0.922953; Y = 0.404993
X = 0.924324; Y = 0.662743
X = 0.86881; Y = 0.336501
X = 0.450875; Y = 0.504338
X = 0.455354; Y = 0.509029
X = 0.459449; Y = 0.513484
X = 0.552766; Y = 0.741622
X = 0.550195; Y = 0.746164
X = 0.744539; Y = 0.80607
X = 0.737827; Y = 0.799559
X = 0.745809; Y = 0.790585
X = 0.752462; Y = 0.794135
X = 0.747247; Y = 0.800125
X = 0.548638; Y = 0.359175
X = 0.543958; Y = 0.363084
X = 0.558157; Y = 0.361954
X = 0.61804; Y = 0.333928
X = 0.620624; Y = 0.328933
X = 0.611983; Y = 0.337597
X = 0.752278; Y = 0.802749
X = 0.744218; Y = 0.815864
X = 0.737865; Y = 0.807076
X = 0.750152; Y = 0.813947
X = 0.54664; Y = 0.756376
X = 0.550251; Y = 0.751371
X = 0.551558; Y = 0.763703
X = 0.738859; Y = 0.288467
X = 0.730777; Y = 0.284842
X = 0.625334; Y = 0.782767
X = 0.710267; Y = 0.786101
X = 0.720587; Y = 0.791486
X = 0.550656; Y = 0.734705
X = 0.818992; Y = 0.440174
X = 0.458588; Y = 0.479326
X = 0.453907; Y = 0.491501
X = 0.45268; Y = 0.485057
X = 0.463593; Y = 0.477664
X = 0.750666; Y = 0.732474
X = 0.786665; Y = 0.767926
X = 0.677514; Y = 0.765522
X = 0.932703; Y = 0.428679
X = 0.579717; Y = 0.377437
X = 0.574906; Y = 0.370729
X = 0.774412; Y = 0.283201
X = 0.768919; Y = 0.281799
X = 0.708556; Y = 0.302428
X = 0.750826; Y = 0.78448
X = 0.450879; Y = 0.574282
X = 0.446506; Y = 0.576942
X = 0.790341; Y = 0.296236
X = 0.789494; Y = 0.285697
X = 0.797047; Y = 0.288416
X = 0.957691; Y = 0.693499
X = 0.955638; Y = 0.700154
X = 0.897616; Y = 0.368095
X = 0.891694; Y = 0.360585
X = 0.691881; Y = 0.296819
X = 0.529593; Y = 0.644645
X = 0.895953; Y = 0.744151
X = 0.893808; Y = 0.738517
X = 0.908639; Y = 0.740595
X = 0.902173; Y = 0.746387
X = 0.444663; Y = 0.568186
X = 0.442883; Y = 0.583136
X = 0.438064; Y = 0.579008
X = 0.438483; Y = 0.573478
X = 0.451287; Y = 0.568918
X = 0.948485; Y = 0.675793
X = 0.9513; Y = 0.681637
X = 0.935305; Y = 0.679976
X = 0.596515; Y = 0.781963
X = 0.591788; Y = 0.784316
X = 0.823139; Y = 0.305834
X = 0.83122; Y = 0.303545
X = 0.849335; Y = 0.766677
X = 0.850393; Y = 0.772389
X = 0.843985; Y = 0.773136
X = 0.850548; Y = 0.761597
X = 0.958597; Y = 0.675418
X = 0.746548; Y = 0.287343
X = 0.746236; Y = 0.299566
X = 0.503096; Y = 0.425867
X = 0.496064; Y = 0.427133
X = 0.482247; Y = 0.445269
X = 0.485013; Y = 0.435154
X = 0.481342; Y = 0.43941
X = 0.902834; Y = 0.374194
X = 0.681854; Y = 0.771122
X = 0.677773; Y = 0.77493
X = 0.455856; Y = 0.563034
X = 0.610898; Y = 0.737405
X = 0.445131; Y = 0.491086
X = 0.447639; Y = 0.485785
X = 0.449829; Y = 0.480034
X = 0.51423; Y = 0.750653
X = 0.511209; Y = 0.742128
X = 0.520135; Y = 0.752283
X = 0.738479; Y = 0.793502
X = 0.731499; Y = 0.80714
X = 0.7303; Y = 0.800997
X = 0.588759; Y = 0.789711
X = 0.584214; Y = 0.787562
X = 0.579709; Y = 0.791065
X = 0.961871; Y = 0.633177
X = 0.974314; Y = 0.6312
X = 0.613025; Y = 0.347168
X = 0.600983; Y = 0.354367
X = 0.446112; Y = 0.508953
X = 0.450112; Y = 0.512199
X = 0.488869; Y = 0.723766
X = 0.489622; Y = 0.713327
X = 0.495987; Y = 0.725542
X = 0.484074; Y = 0.712422
X = 0.483741; Y = 0.7186
X = 0.611199; Y = 0.327871
X = 0.616758; Y = 0.325626
X = 0.961633; Y = 0.680065
X = 0.965864; Y = 0.676779
X = 0.775771; Y = 0.274978
X = 0.782983; Y = 0.278551
X = 0.491387; Y = 0.687408
X = 0.49034; Y = 0.679252
X = 0.440711; Y = 0.477803
X = 0.447486; Y = 0.473277
X = 0.454157; Y = 0.473788
X = 0.443763; Y = 0.48204
X = 0.485679; Y = 0.452405
X = 0.492163; Y = 0.456064
X = 0.48728; Y = 0.44622
X = 0.636454; Y = 0.303433
X = 0.639061; Y = 0.308325
X = 0.519226; Y = 0.421504
X = 0.514134; Y = 0.420135
X = 0.523998; Y = 0.424689
X = 0.523367; Y = 0.418374
X = 0.976496; Y = 0.385769
X = 0.981848; Y = 0.387254
X = 0.981508; Y = 0.382169
X = 0.986655; Y = 0.389251
X = 0.761878; Y = 0.791623
X = 0.759806; Y = 0.798538
X = 0.460931; Y = 0.473312
X = 0.47558; Y = 0.441173
X = 0.480261; Y = 0.450269
X = 0.474821; Y = 0.446146
X = 0.445428; Y = 0.547977
X = 0.442493; Y = 0.541263
X = 0.45113; Y = 0.55012
X = 0.616331; Y = 0.789968
X = 0.630662; Y = 0.305759
X = 0.626178; Y = 0.312794
X = 0.641507; Y = 0.31862
X = 0.631924; Y = 0.310664
X = 0.534337; Y = 0.427099
X = 0.90365; Y = 0.367686
X = 0.897309; Y = 0.361491
X = 0.447172; Y = 0.594464
X = 0.544544; Y = 0.764612
X = 0.541781; Y = 0.760015
X = 0.790916; Y = 0.774491
X = 0.799445; Y = 0.765819
X = 0.79686; Y = 0.771869
X = 0.890867; Y = 0.747114
X = 0.89732; Y = 0.750077
X = 0.64905; Y = 0.78011
X = 0.655965; Y = 0.77872
X = 0.643838; Y = 0.774454
X = 0.902026; Y = 0.353817
X = 0.903599; Y = 0.360084
X = 0.895093; Y = 0.35418
X = 0.978403; Y = 0.377882
X = 0.984039; Y = 0.376318
X = 0.78564; Y = 0.773581
X = 0.779376; Y = 0.771571
X = 0.788391; Y = 0.277929
X = 0.78304; Y = 0.269455
X = 0.437703; Y = 0.487367
X = 0.438445; Y = 0.494475
X = 0.447948; Y = 0.500045
X = 0.442695; Y = 0.498245
X = 0.847652; Y = 0.776923
X = 0.838889; Y = 0.774138
X = 0.845133; Y = 0.781757
X = 0.834696; Y = 0.771114
X = 0.44326; Y = 0.503735
X = 0.792925; Y = 0.779243
X = 0.801836; Y = 0.770716
X = 0.800803; Y = 0.777161
X = 0.612445; Y = 0.794111
X = 0.619534; Y = 0.796307
X = 0.625846; Y = 0.789275
X = 0.621193; Y = 0.786263
X = 0.667237; Y = 0.300695
X = 0.52337; Y = 0.412382
X = 0.5289; Y = 0.415381
X = 0.530119; Y = 0.423205
X = 0.515713; Y = 0.412432
X = 0.81148; Y = 0.76178
X = 0.841042; Y = 0.288884
X = 0.835197; Y = 0.293263
X = 0.873107; Y = 0.749893
X = 0.87813; Y = 0.743085
X = 0.872382; Y = 0.738901
X = 0.855977; Y = 0.769174
X = 0.855179; Y = 0.758615
X = 0.439626; Y = 0.545549
X = 0.439343; Y = 0.551044
X = 0.446974; Y = 0.554007
X = 0.442657; Y = 0.589331
X = 0.434885; Y = 0.585843
X = 0.939419; Y = 0.374894
X = 0.947977; Y = 0.372543
X = 0.703504; Y = 0.780677
X = 0.706346; Y = 0.77646
X = 0.9292; Y = 0.714382
X = 0.77784; Y = 0.777617
X = 0.777609; Y = 0.782999
X = 0.773601; Y = 0.787508
X = 0.801595; Y = 0.30195
X = 0.535264; Y = 0.436479
X = 0.826438; Y = 0.774037
X = 0.832378; Y = 0.763344
X = 0.82994; Y = 0.77907
X = 0.828827; Y = 0.767563
X = 0.835043; Y = 0.779162
X = 0.47202; Y = 0.481243
X = 0.460974; Y = 0.538835
X = 0.564024; Y = 0.780856
X = 0.567048; Y = 0.78796
X = 0.571242; Y = 0.792347
X = 0.444963; Y = 0.562577
X = 0.439663; Y = 0.558497
X = 0.920229; Y = 0.747813
X = 0.687238; Y = 0.780522
X = 0.694329; Y = 0.783108
X = 0.86431; Y = 0.760493
X = 0.872817; Y = 0.756362
X = 0.587801; Y = 0.780576
X = 0.953773; Y = 0.687447
X = 0.87863; Y = 0.347586
X = 0.87326; Y = 0.340322
X = 0.643542; Y = 0.782366
X = 0.645565; Y = 0.788263
X = 0.657219; Y = 0.783626
X = 0.654153; Y = 0.788616
X = 0.662094; Y = 0.296438
X = 0.475761; Y = 0.477296
X = 0.908148; Y = 0.363702
X = 0.911096; Y = 0.368829
X = 0.702253; Y = 0.302881
X = 0.755926; Y = 0.789692
X = 0.686471; Y = 0.786165
X = 0.679233; Y = 0.782804
X = 0.684918; Y = 0.775636
X = 0.621206; Y = 0.347332
X = 0.608753; Y = 0.343313
X = 0.940107; Y = 0.729861
X = 0.978542; Y = 0.636729
X = 0.576571; Y = 0.796502
X = 0.567217; Y = 0.801083
X = 0.562017; Y = 0.794617
X = 0.572773; Y = 0.801647
X = 0.488642; Y = 0.588867
X = 0.707745; Y = 0.294944
X = 0.773741; Y = 0.793419
X = 0.767764; Y = 0.793171
X = 0.78085; Y = 0.794352
X = 0.780916; Y = 0.78776
X = 0.545795; Y = 0.748654
X = 0.540436; Y = 0.659259
X = 0.429563; Y = 0.493643
X = 0.438096; Y = 0.503586
X = 0.432708; Y = 0.486715
X = 0.435611; Y = 0.498606
X = 0.47836; Y = 0.461772
X = 0.480936; Y = 0.457469
X = 0.516562; Y = 0.393222
X = 0.511946; Y = 0.405607
X = 0.512775; Y = 0.398271
X = 0.443306; Y = 0.599924
X = 0.440403; Y = 0.59402
X = 0.483798; Y = 0.707005
X = 0.48428; Y = 0.701559
X = 0.570569; Y = 0.808109
X = 0.565677; Y = 0.807033
X = 0.580229; Y = 0.802815
X = 0.581583; Y = 0.797904
X = 0.917329; Y = 0.69023
X = 0.966621; Y = 0.668498
X = 0.964949; Y = 0.663622
X = 0.970385; Y = 0.572494
X = 0.876199; Y = 0.735444
X = 0.881213; Y = 0.738547
X = 0.984758; Y = 0.616172
X = 0.979841; Y = 0.617289
X = 0.436912; Y = 0.566009
X = 0.430327; Y = 0.577139
X = 0.431571; Y = 0.570509
X = 0.451102; Y = 0.558635
X = 0.837517; Y = 0.28459
X = 0.826894; Y = 0.295947
X = 0.832205; Y = 0.288873
X = 0.973615; Y = 0.375273
X = 0.978683; Y = 0.372519
X = 0.45673; Y = 0.632013
X = 0.879898; Y = 0.353114
X = 0.664119; Y = 0.784413
X = 0.650501; Y = 0.784898
X = 0.971803; Y = 0.448812
X = 0.539188; Y = 0.425681
X = 0.986347; Y = 0.611396
X = 0.598982; Y = 0.787283
X = 0.604515; Y = 0.790309
X = 0.967692; Y = 0.372879
X = 0.961376; Y = 0.373819
X = 0.970383; Y = 0.618776
X = 0.567601; Y = 0.814451
X = 0.579482; Y = 0.809595
X = 0.576004; Y = 0.813526
X = 0.561224; Y = 0.809996
X = 0.563004; Y = 0.771468
X = 0.55247; Y = 0.773385
X = 0.564959; Y = 0.76585
X = 0.557328; Y = 0.776638
X = 0.435003; Y = 0.531795
X = 0.441326; Y = 0.535416
X = 0.433265; Y = 0.527059
X = 0.607171; Y = 0.794693
X = 0.758099; Y = 0.292413
X = 0.504244; Y = 0.733157
X = 0.502051; Y = 0.743031
X = 0.499932; Y = 0.737199
X = 0.884286; Y = 0.721388
X = 0.915564; Y = 0.749875
X = 0.915496; Y = 0.744872
X = 0.923868; Y = 0.752956
X = 0.917788; Y = 0.755863
X = 0.797617; Y = 0.295056
X = 0.498706; Y = 0.74797
X = 0.501571; Y = 0.752837
X = 0.493984; Y = 0.742385
X = 0.507404; Y = 0.74823
X = 0.431827; Y = 0.558534
X = 0.434146; Y = 0.553091
X = 0.900265; Y = 0.652626
X = 0.468306; Y = 0.446486
X = 0.473289; Y = 0.450993
X = 0.462406; Y = 0.638572
X = 0.457255; Y = 0.639386
X = 0.46778; Y = 0.455237
X = 0.473021; Y = 0.459617
X = 0.523461; Y = 0.385148
X = 0.529999; Y = 0.372645
X = 0.520046; Y = 0.3762
X = 0.518821; Y = 0.381096
X = 0.697297; Y = 0.288482
X = 0.69721; Y = 0.301566
X = 0.692398; Y = 0.287385
X = 0.502587; Y = 0.726138
X = 0.839132; Y = 0.783707
X = 0.894451; Y = 0.759189
X = 0.899675; Y = 0.75855
X = 0.890712; Y = 0.7543
X = 0.905609; Y = 0.753596
X = 0.709506; Y = 0.285676
X = 0.702295; Y = 0.295562
X = 0.705284; Y = 0.288865
X = 0.469244; Y = 0.476435
X = 0.467963; Y = 0.470897
X = 0.55687; Y = 0.796671
X = 0.56024; Y = 0.789726
X = 0.554117; Y = 0.791855
X = 0.55676; Y = 0.801974
X = 0.511218; Y = 0.387457
X = 0.510104; Y = 0.393292
X = 0.586528; Y = 0.79671
X = 0.976403; Y = 0.643533
X = 0.971746; Y = 0.657285
X = 0.976958; Y = 0.364921
X = 0.858602; Y = 0.309498
X = 0.588838; Y = 0.805104
X = 0.586995; Y = 0.80992
X = 0.504996; Y = 0.411156
X = 0.503483; Y = 0.405867
X = 0.517406; Y = 0.407417
